0‽La maison assassinée‽tt0095567‽Georges Lautner‽Crime, Drama, Mystery‽French‽6.8‽110 min‽N/A
0‽Close My Eyes‽tt0101595‽Stephen Poliakoff‽Drama, Romance‽English‽6.4‽108 min‽N/A
1‽Close My Eyes‽tt0101595‽Stephen Poliakoff‽Drama, Romance‽English‽6.4‽108 min‽N/A
0‽Daughters of the Dust‽tt0104057‽Julie Dash‽Drama, History, Romance‽English‽6.5‽112 min‽$7,232
1‽Daughters of the Dust‽tt0104057‽Julie Dash‽Drama, History, Romance‽English‽6.5‽112 min‽$7,232
2‽Daughters of the Dust‽tt0104057‽Julie Dash‽Drama, History, Romance‽English‽6.5‽112 min‽$7,232
0‽The Inner Circle‽tt0103838‽Andrey Konchalovskiy‽Drama‽English‽7.1‽137 min‽N/A
1‽The Inner Circle‽tt0103838‽Andrey Konchalovskiy‽Drama‽English‽7.1‽137 min‽N/A
0‽The Prince of Tides‽tt0102713‽Barbra Streisand‽Drama, Romance‽English‽6.7‽132 min‽N/A
1‽The Prince of Tides‽tt0102713‽Barbra Streisand‽Drama, Romance‽English‽6.7‽132 min‽N/A
2‽The Prince of Tides‽tt0102713‽Barbra Streisand‽Drama, Romance‽English‽6.7‽132 min‽N/A
0‽Until the End of the World‽tt0101458‽Wim Wenders‽Action, Drama, Sci-Fi, Thriller‽English, French, Italian, Japanese, German‽6.8‽158 min‽N/A
1‽Until the End of the World‽tt0101458‽Wim Wenders‽Action, Drama, Sci-Fi, Thriller‽English, French, Italian, Japanese, German‽6.8‽158 min‽N/A
0‽Father of the Bride‽tt0101862‽Charles Shyer‽Comedy, Family, Romance‽English‽6.5‽105 min‽N/A
1‽Father of the Bride‽tt0101862‽Charles Shyer‽Comedy, Family, Romance‽English‽6.5‽105 min‽N/A
2‽Father of the Bride‽tt0101862‽Charles Shyer‽Comedy, Family, Romance‽English‽6.5‽105 min‽N/A
0‽Bugsy‽tt0101516‽Barry Levinson‽Biography, Crime, Drama‽English‽6.8‽136 min‽N/A
1‽Bugsy‽tt0101516‽Barry Levinson‽Biography, Crime, Drama‽English‽6.8‽136 min‽N/A
2‽Bugsy‽tt0101516‽Barry Levinson‽Biography, Crime, Drama‽English‽6.8‽136 min‽N/A
0‽The Last Boy Scout‽tt0102266‽Tony Scott‽Action, Comedy, Crime, Thriller‽English‽7‽105 min‽N/A
1‽The Last Boy Scout‽tt0102266‽Tony Scott‽Action, Comedy, Crime, Thriller‽English‽7‽105 min‽N/A
2‽The Last Boy Scout‽tt0102266‽Tony Scott‽Action, Comedy, Crime, Thriller‽English‽7‽105 min‽N/A
0‽Hook‽tt0102057‽Steven Spielberg‽Adventure, Comedy, Family, Fantasy‽English‽6.7‽142 min‽N/A
1‽Hook‽tt0102057‽Steven Spielberg‽Adventure, Comedy, Family, Fantasy‽English‽6.7‽142 min‽N/A
2‽Hook‽tt0102057‽Steven Spielberg‽Adventure, Comedy, Family, Fantasy‽English‽6.7‽142 min‽N/A
0‽The Double Life of Veronique‽tt0101765‽Krzysztof Kieslowski‽Drama, Fantasy, Music‽French, Polish, Italian‽7.8‽98 min‽N/A
1‽The Double Life of Veronique‽tt0101765‽Krzysztof Kieslowski‽Drama, Fantasy, Music‽French, Polish, Italian‽7.8‽98 min‽N/A
2‽The Double Life of Veronique‽tt0101765‽Krzysztof Kieslowski‽Drama, Fantasy, Music‽French, Polish, Italian‽7.8‽98 min‽N/A
0‽Young Soul Rebels‽tt0103312‽Isaac Julien‽Drama, Music‽English‽5.9‽105 min‽N/A
0‽Star Trek VI: The Undiscovered Country‽tt0102975‽Nicholas Meyer‽Action, Adventure, Sci-Fi, Thriller‽English, Klingon‽7.2‽110 min‽N/A
1‽Star Trek VI: The Undiscovered Country‽tt0102975‽Nicholas Meyer‽Action, Adventure, Sci-Fi, Thriller‽English, Klingon‽7.2‽110 min‽N/A
2‽Star Trek VI: The Undiscovered Country‽tt0102975‽Nicholas Meyer‽Action, Adventure, Sci-Fi, Thriller‽English, Klingon‽7.2‽110 min‽N/A
0‽At Play in the Fields of the Lord‽tt0101373‽Hector Babenco‽Drama, Romance‽English‽6.8‽189 min‽N/A
1‽At Play in the Fields of the Lord‽tt0101373‽Hector Babenco‽Drama, Romance‽English‽6.8‽189 min‽N/A
0‽Kafka‽tt0102181‽Steven Soderbergh‽Drama, Mystery, Sci-Fi‽English‽6.9‽98 min‽N/A
1‽Kafka‽tt0102181‽Steven Soderbergh‽Drama, Mystery, Sci-Fi‽English‽6.9‽98 min‽N/A
0‽My Girl‽tt0102492‽Howard Zieff‽Comedy, Drama, Family, Romance‽English‽6.9‽102 min‽N/A
1‽My Girl‽tt0102492‽Howard Zieff‽Comedy, Drama, Family, Romance‽English‽6.9‽102 min‽N/A
2‽My Girl‽tt0102492‽Howard Zieff‽Comedy, Drama, Family, Romance‽English‽6.9‽102 min‽N/A
0‽For the Boys‽tt0101902‽Mark Rydell‽Comedy, Drama, Music‽English‽6.3‽138 min‽N/A
1‽For the Boys‽tt0101902‽Mark Rydell‽Comedy, Drama, Music‽English‽6.3‽138 min‽N/A
0‽Dingo‽tt0104109‽Rolf de Heer‽Drama, Music‽English‽6.9‽109 min‽N/A
0‽Herman‽tt0099764‽Erik Gustavson‽Drama, Family‽Norwegian‽6.1‽88 min‽N/A
0‽Vermont Is for Lovers‽tt0105737‽John O'Brien‽Comedy‽English‽7‽88 min‽N/A
0‽Trespass‽tt1674784‽Joel Schumacher‽Crime, Drama, Thriller‽English‽5.3‽91 min‽$16,816
1‽Trespass‽tt1674784‽Joel Schumacher‽Crime, Drama, Thriller‽English‽5.3‽91 min‽$16,816
2‽Trespass‽tt1674784‽Joel Schumacher‽Crime, Drama, Thriller‽English‽5.3‽91 min‽$16,816
0‽Peter's Friends‽tt0105130‽Kenneth Branagh‽Comedy, Drama, Romance‽English‽7‽101 min‽N/A
1‽Peter's Friends‽tt0105130‽Kenneth Branagh‽Comedy, Drama, Romance‽English‽7‽101 min‽N/A
0‽Hoffa‽tt0104427‽Danny DeVito‽Biography, Crime, Drama‽English, Italian, Latin‽6.6‽140 min‽N/A
1‽Hoffa‽tt0104427‽Danny DeVito‽Biography, Crime, Drama‽English, Italian, Latin‽6.6‽140 min‽N/A
2‽Hoffa‽tt0104427‽Danny DeVito‽Biography, Crime, Drama‽English, Italian, Latin‽6.6‽140 min‽N/A
0‽Indochine‽tt0104507‽Régis Wargnier‽Drama, Romance‽French, Vietnamese‽7.1‽159 min‽N/A
1‽Indochine‽tt0104507‽Régis Wargnier‽Drama, Romance‽French, Vietnamese‽7.1‽159 min‽N/A
0‽Toys‽tt0105629‽Barry Levinson‽Adventure, Comedy, Drama, Family, Fantasy‽English‽5‽118 min‽N/A
1‽Toys‽tt0105629‽Barry Levinson‽Adventure, Comedy, Drama, Family, Fantasy‽English‽5‽118 min‽N/A
2‽Toys‽tt0105629‽Barry Levinson‽Adventure, Comedy, Drama, Family, Fantasy‽English‽5‽118 min‽N/A
0‽Leap of Faith‽tt0104695‽Richard Pearce‽Comedy, Drama, Romance‽English‽6.1‽108 min‽N/A
1‽Leap of Faith‽tt0104695‽Richard Pearce‽Comedy, Drama, Romance‽English‽6.1‽108 min‽N/A
0‽Forever Young‽tt0104291‽Steve Miner‽Drama, Romance, Sci-Fi‽English‽6.3‽102 min‽N/A
1‽Forever Young‽tt0104291‽Steve Miner‽Drama, Romance, Sci-Fi‽English‽6.3‽102 min‽N/A
0‽Passion Fish‽tt0105107‽John Sayles‽Drama‽English‽7.5‽135 min‽N/A
1‽Passion Fish‽tt0105107‽John Sayles‽Drama‽English‽7.5‽135 min‽N/A
0‽A Few Good Men‽tt0104257‽Rob Reiner‽Drama, Thriller‽English, French‽7.7‽138 min‽N/A
1‽A Few Good Men‽tt0104257‽Rob Reiner‽Drama, Thriller‽English, French‽7.7‽138 min‽N/A
2‽A Few Good Men‽tt0104257‽Rob Reiner‽Drama, Thriller‽English, French‽7.7‽138 min‽N/A
0‽The Muppet Christmas Carol‽tt0104940‽Brian Henson‽Comedy, Drama, Family, Fantasy, Musical‽English‽7.7‽85 min‽N/A
1‽The Muppet Christmas Carol‽tt0104940‽Brian Henson‽Comedy, Drama, Family, Fantasy, Musical‽English‽7.7‽85 min‽N/A
2‽The Muppet Christmas Carol‽tt0104940‽Brian Henson‽Comedy, Drama, Family, Fantasy, Musical‽English‽7.7‽85 min‽N/A
0‽The Distinguished Gentleman‽tt0104114‽Jonathan Lynn‽Comedy, Crime‽English‽5.9‽112 min‽N/A
1‽The Distinguished Gentleman‽tt0104114‽Jonathan Lynn‽Comedy, Crime‽English‽5.9‽112 min‽N/A
2‽The Distinguished Gentleman‽tt0104114‽Jonathan Lynn‽Comedy, Crime‽English‽5.9‽112 min‽N/A
0‽The Bodyguard‽tt0103855‽Mick Jackson‽Drama, Music, Romance, Thriller‽English‽6.2‽129 min‽N/A
1‽The Bodyguard‽tt0103855‽Mick Jackson‽Drama, Music, Romance, Thriller‽English‽6.2‽129 min‽N/A
2‽The Bodyguard‽tt0103855‽Mick Jackson‽Drama, Music, Romance, Thriller‽English‽6.2‽129 min‽N/A
0‽Home Alone 2: Lost in New York‽tt0104431‽Chris Columbus‽Adventure, Comedy, Family‽English, French‽6.7‽120 min‽N/A
1‽Home Alone 2: Lost in New York‽tt0104431‽Chris Columbus‽Adventure, Comedy, Family‽English, French‽6.7‽120 min‽N/A
0‽Malcolm X‽tt0104797‽Spike Lee‽Biography, Drama, History‽English‽7.7‽202 min‽N/A
1‽Malcolm X‽tt0104797‽Spike Lee‽Biography, Drama, History‽English‽7.7‽202 min‽N/A
2‽Malcolm X‽tt0104797‽Spike Lee‽Biography, Drama, History‽English‽7.7‽202 min‽N/A
0‽Bram Stoker's Dracula‽tt0103874‽Francis Ford Coppola‽Horror‽English, Romanian, Greek, Bulgarian, Latin‽7.5‽128 min‽N/A
1‽Bram Stoker's Dracula‽tt0103874‽Francis Ford Coppola‽Horror‽English, Romanian, Greek, Bulgarian, Latin‽7.5‽128 min‽N/A
2‽Bram Stoker's Dracula‽tt0103874‽Francis Ford Coppola‽Horror‽English, Romanian, Greek, Bulgarian, Latin‽7.5‽128 min‽N/A
0‽The Thing Called Love‽tt0108327‽Peter Bogdanovich‽Comedy, Drama, Music‽English‽6.3‽116 min‽N/A
1‽The Thing Called Love‽tt0108327‽Peter Bogdanovich‽Comedy, Drama, Music‽English‽6.3‽116 min‽N/A
0‽Thirty Two Short Films About Glenn Gould‽tt0108328‽François Girard‽Biography, Drama, Music‽English, French‽7.5‽98 min‽N/A
1‽Thirty Two Short Films About Glenn Gould‽tt0108328‽François Girard‽Biography, Drama, Music‽English, French‽7.5‽98 min‽N/A
0‽Sankofa‽tt0108041‽Haile Gerima‽Drama‽English‽7.1‽125 min‽N/A
1‽Sankofa‽tt0108041‽Haile Gerima‽Drama‽English‽7.1‽125 min‽N/A
0‽Ghost in the Machine‽tt0107009‽Rachel Talalay‽Horror, Sci-Fi, Thriller‽English‽4.4‽95 min‽N/A
1‽Ghost in the Machine‽tt0107009‽Rachel Talalay‽Horror, Sci-Fi, Thriller‽English‽4.4‽95 min‽N/A
0‽Batman: Mask of the Phantasm‽tt0106364‽Eric Radomski, Bruce Timm, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba‽Animation, Action, Adventure‽English‽7.9‽76 min‽N/A
1‽Batman: Mask of the Phantasm‽tt0106364‽Eric Radomski, Bruce Timm, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba‽Animation, Action, Adventure‽English‽7.9‽76 min‽N/A
0‽Tombstone‽tt0108358‽George P. Cosmatos, Kevin Jarre‽Action, Biography, Drama‽English, Latin‽7.8‽130 min‽N/A
1‽Tombstone‽tt0108358‽George P. Cosmatos, Kevin Jarre‽Action, Biography, Drama‽English, Latin‽7.8‽130 min‽N/A
2‽Tombstone‽tt0108358‽George P. Cosmatos, Kevin Jarre‽Action, Biography, Drama‽English, Latin‽7.8‽130 min‽N/A
0‽Grumpy Old Men‽tt0107050‽Donald Petrie‽Comedy, Drama, Romance‽English‽7‽103 min‽N/A
1‽Grumpy Old Men‽tt0107050‽Donald Petrie‽Comedy, Drama, Romance‽English‽7‽103 min‽N/A
2‽Grumpy Old Men‽tt0107050‽Donald Petrie‽Comedy, Drama, Romance‽English‽7‽103 min‽N/A
0‽The Accompanist‽tt0103616‽Claude Miller‽Drama, Music, Romance‽French‽7‽102 min‽N/A
1‽The Accompanist‽tt0103616‽Claude Miller‽Drama, Music, Romance‽French‽7‽102 min‽N/A
0‽Faraway, So Close!‽tt0107209‽Wim Wenders‽Drama, Fantasy, Romance‽German, French, English, Italian, Russian‽7.3‽140 min‽N/A
0‽The Summer House‽tt0918631‽Daisy Gili‽Short, Drama‽English‽6.1‽12 min‽N/A
1‽The Summer House‽tt0918631‽Daisy Gili‽Short, Drama‽English‽6.1‽12 min‽N/A
0‽Wrestling Ernest Hemingway‽tt0108596‽Randa Haines‽Drama, Romance‽English‽7.1‽123 min‽N/A
1‽Wrestling Ernest Hemingway‽tt0108596‽Randa Haines‽Drama, Romance‽English‽7.1‽123 min‽N/A
0‽The Pelican Brief‽tt0107798‽Alan J. Pakula‽Crime, Drama, Mystery‽English‽6.6‽141 min‽N/A
1‽The Pelican Brief‽tt0107798‽Alan J. Pakula‽Crime, Drama, Mystery‽English‽6.6‽141 min‽N/A
2‽The Pelican Brief‽tt0107798‽Alan J. Pakula‽Crime, Drama, Mystery‽English‽6.6‽141 min‽N/A
0‽Beethoven's 2nd‽tt0106375‽Rod Daniel‽Comedy, Family, Romance‽English‽4.8‽89 min‽N/A
1‽Beethoven's 2nd‽tt0106375‽Rod Daniel‽Comedy, Family, Romance‽English‽4.8‽89 min‽N/A
0‽Wayne's World 2‽tt0108525‽Stephen Surjik‽Comedy, Music‽English, Cantonese‽6.2‽95 min‽N/A
1‽Wayne's World 2‽tt0108525‽Stephen Surjik‽Comedy, Music‽English, Cantonese‽6.2‽95 min‽N/A
2‽Wayne's World 2‽tt0108525‽Stephen Surjik‽Comedy, Music‽English, Cantonese‽6.2‽95 min‽N/A
0‽Sister Act 2: Back in the Habit‽tt0108147‽Bill Duke‽Comedy, Family, Music‽English‽5.5‽107 min‽N/A
1‽Sister Act 2: Back in the Habit‽tt0108147‽Bill Duke‽Comedy, Family, Music‽English‽5.5‽107 min‽N/A
0‽The Hawk‽tt0107088‽David Hayman‽Drama, Thriller‽English‽5.5‽88 min‽N/A
0‽Geronimo: An American Legend‽tt0107004‽Walter Hill‽Drama, History, Western‽English‽6.5‽115 min‽N/A
1‽Geronimo: An American Legend‽tt0107004‽Walter Hill‽Drama, History, Western‽English‽6.5‽115 min‽N/A
0‽Bank Robber‽tt0106353‽Nick Mead‽Comedy, Crime, Romance‽English‽4.3‽91 min‽N/A
0‽Six Degrees of Separation‽tt0108149‽Fred Schepisi‽Comedy, Drama, Mystery‽English‽6.9‽112 min‽N/A
1‽Six Degrees of Separation‽tt0108149‽Fred Schepisi‽Comedy, Drama, Mystery‽English‽6.9‽112 min‽N/A
2‽Six Degrees of Separation‽tt0108149‽Fred Schepisi‽Comedy, Drama, Mystery‽English‽6.9‽112 min‽N/A
0‽A Dangerous Woman‽tt0106661‽Stephen Gyllenhaal‽Drama, Romance‽English‽5.9‽102 min‽N/A
1‽A Dangerous Woman‽tt0106661‽Stephen Gyllenhaal‽Drama, Romance‽English‽5.9‽102 min‽N/A
0‽Traps‽tt0145334‽Vera Chytilová‽Drama, Comedy‽Czech‽6.3‽124 min‽N/A
0‽The November Men‽tt0107709‽Paul Williams‽Thriller, Drama‽English‽6.8‽98 min‽N/A
0‽Dead Beat‽tt0109563‽Adam Dubov‽Thriller‽English‽5.6‽93 min‽N/A
0‽Heaven's a Drag‽tt0111440‽Peter Mackenzie Litten‽Comedy, Drama, Romance‽English‽4.9‽101 min‽N/A
0‽Arizona Dream‽tt0106307‽Emir Kusturica‽Comedy, Drama, Fantasy‽English, Spanish, Inuktitut‽7.4‽142 min‽N/A
1‽Arizona Dream‽tt0106307‽Emir Kusturica‽Comedy, Drama, Fantasy‽English, Spanish, Inuktitut‽7.4‽142 min‽N/A
0‽The Madness of King George‽tt0110428‽Nicholas Hytner‽Biography, Comedy, Drama‽English‽7.2‽110 min‽N/A
1‽The Madness of King George‽tt0110428‽Nicholas Hytner‽Biography, Comedy, Drama‽English‽7.2‽110 min‽N/A
2‽The Madness of King George‽tt0110428‽Nicholas Hytner‽Biography, Comedy, Drama‽English‽7.2‽110 min‽N/A
0‽Street Fighter‽tt0111301‽Steven E. de Souza‽Action, Adventure, Comedy‽English, Japanese, Esperanto‽3.8‽102 min‽N/A
1‽Street Fighter‽tt0111301‽Steven E. de Souza‽Action, Adventure, Comedy‽English, Japanese, Esperanto‽3.8‽102 min‽N/A
0‽I.Q.‽tt0110099‽Fred Schepisi‽Comedy, Romance‽English, German‽6.2‽100 min‽N/A
1‽I.Q.‽tt0110099‽Fred Schepisi‽Comedy, Romance‽English, German‽6.2‽100 min‽N/A
2‽I.Q.‽tt0110099‽Fred Schepisi‽Comedy, Romance‽English, German‽6.2‽100 min‽N/A
0‽Little Women‽tt0110367‽Gillian Armstrong‽Drama, Family, Romance‽English, German, French‽7.3‽115 min‽N/A
1‽Little Women‽tt0110367‽Gillian Armstrong‽Drama, Family, Romance‽English, German, French‽7.3‽115 min‽N/A
0‽Mixed Nuts‽tt0110538‽Nora Ephron‽Comedy, Drama‽English‽5.4‽97 min‽N/A
1‽Mixed Nuts‽tt0110538‽Nora Ephron‽Comedy, Drama‽English‽5.4‽97 min‽N/A
2‽Mixed Nuts‽tt0110538‽Nora Ephron‽Comedy, Drama‽English‽5.4‽97 min‽N/A
0‽Dumb and Dumber‽tt0109686‽Peter Farrelly, Bobby Farrelly‽Comedy‽English, Swedish, German‽7.3‽107 min‽N/A
1‽Dumb and Dumber‽tt0109686‽Peter Farrelly, Bobby Farrelly‽Comedy‽English, Swedish, German‽7.3‽107 min‽N/A
2‽Dumb and Dumber‽tt0109686‽Peter Farrelly, Bobby Farrelly‽Comedy‽English, Swedish, German‽7.3‽107 min‽N/A
0‽Camilla‽tt0109368‽Deepa Mehta‽Drama‽English‽6.1‽95 min‽N/A
1‽Camilla‽tt0109368‽Deepa Mehta‽Drama‽English‽6.1‽95 min‽N/A
0‽Nell‽tt0110638‽Michael Apted‽Drama‽English‽6.5‽112 min‽N/A
1‽Nell‽tt0110638‽Michael Apted‽Drama‽English‽6.5‽112 min‽N/A
0‽Queen Margot‽tt0110963‽Patrice Chéreau‽Biography, Drama, History‽French, Italian‽7.5‽159 min‽N/A
1‽Queen Margot‽tt0110963‽Patrice Chéreau‽Biography, Drama, History‽French, Italian‽7.5‽159 min‽N/A
0‽Drop Zone‽tt0109676‽John Badham‽Action, Adventure, Thriller‽English‽5.6‽101 min‽N/A
1‽Drop Zone‽tt0109676‽John Badham‽Action, Adventure, Thriller‽English‽5.6‽101 min‽N/A
0‽Disclosure‽tt0109635‽Barry Levinson‽Drama, Thriller‽English‽6.1‽128 min‽N/A
1‽Disclosure‽tt0109635‽Barry Levinson‽Drama, Thriller‽English‽6.1‽128 min‽N/A
2‽Disclosure‽tt0109635‽Barry Levinson‽Drama, Thriller‽English‽6.1‽128 min‽N/A
0‽The Thief and the Cobbler‽tt0112389‽Richard Williams‽Animation, Action, Adventure‽English‽7.1‽90 min‽N/A
1‽The Thief and the Cobbler‽tt0112389‽Richard Williams‽Animation, Action, Adventure‽English‽7.1‽90 min‽N/A
0‽71 Fragments of a Chronology of Chance‽tt0109020‽Michael Haneke‽Drama‽German, Romanian, English‽7.3‽100 min‽N/A
1‽71 Fragments of a Chronology of Chance‽tt0109020‽Michael Haneke‽Drama‽German, Romanian, English‽7.3‽100 min‽N/A
2‽71 Fragments of a Chronology of Chance‽tt0109020‽Michael Haneke‽Drama‽German, Romanian, English‽7.3‽100 min‽N/A
0‽Frank‽tt1605717‽Lenny Abrahamson‽Comedy, Drama, Music‽English, French, German‽7‽95 min‽N/A
1‽Frank‽tt1605717‽Lenny Abrahamson‽Comedy, Drama, Music‽English, French, German‽7‽95 min‽N/A
2‽Frank‽tt1605717‽Lenny Abrahamson‽Comedy, Drama, Music‽English, French, German‽7‽95 min‽N/A
0‽Troublesome Creek: A Midwestern‽tt1614420‽Steven Ascher, Jeanne Jordan‽Documentary‽English‽7‽88 min‽N/A
1‽Troublesome Creek: A Midwestern‽tt1614420‽Steven Ascher, Jeanne Jordan‽Documentary‽English‽7‽88 min‽N/A
0‽Champagne Safari‽tt0044493‽Jackson Leighter‽Documentary‽English‽7.2‽60 min‽N/A
0‽The Horseman on the Roof‽tt0113362‽Jean-Paul Rappeneau‽Adventure, Drama, Romance‽French, Italian‽7.1‽118 min‽N/A
1‽The Horseman on the Roof‽tt0113362‽Jean-Paul Rappeneau‽Adventure, Drama, Romance‽French, Italian‽7.1‽118 min‽N/A
0‽Richard III‽tt0114279‽Richard Loncraine‽Drama, Sci-Fi, War‽English‽7.5‽110 min‽N/A
1‽Richard III‽tt0114279‽Richard Loncraine‽Drama, Sci-Fi, War‽English‽7.5‽110 min‽N/A
0‽Delta of Venus‽tt0109593‽Zalman King‽Drama‽English‽4.5‽102 min‽N/A
1‽Delta of Venus‽tt0109593‽Zalman King‽Drama‽English‽4.5‽102 min‽N/A
0‽Nico Icon‽tt0113973‽Susanne Ofteringer‽Documentary, Biography, Music‽English, German‽7.3‽67 min‽N/A
1‽Nico Icon‽tt0113973‽Susanne Ofteringer‽Documentary, Biography, Music‽English, German‽7.3‽67 min‽N/A
0‽Four Rooms‽tt0113101‽Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino‽Comedy‽English‽6.7‽98 min‽N/A
1‽Four Rooms‽tt0113101‽Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino‽Comedy‽English‽6.7‽98 min‽N/A
0‽Waiting to Exhale‽tt0114885‽Forest Whitaker‽Comedy, Drama, Romance‽English‽5.8‽124 min‽N/A
1‽Waiting to Exhale‽tt0114885‽Forest Whitaker‽Comedy, Drama, Romance‽English‽5.8‽124 min‽N/A
0‽Sudden Death‽tt0114576‽Peter Hyams‽Action, Crime, Thriller‽English‽5.7‽111 min‽N/A
1‽Sudden Death‽tt0114576‽Peter Hyams‽Action, Crime, Thriller‽English‽5.7‽111 min‽N/A
0‽Grumpier Old Men‽tt0113228‽Howard Deutch‽Comedy, Romance‽English, Italian, German‽6.6‽101 min‽N/A
1‽Grumpier Old Men‽tt0113228‽Howard Deutch‽Comedy, Romance‽English, Italian, German‽6.6‽101 min‽N/A
2‽Grumpier Old Men‽tt0113228‽Howard Deutch‽Comedy, Romance‽English, Italian, German‽6.6‽101 min‽N/A
0‽Dracula: Dead and Loving It‽tt0112896‽Mel Brooks‽Comedy, Fantasy, Horror‽English, German‽5.8‽88 min‽N/A
1‽Dracula: Dead and Loving It‽tt0112896‽Mel Brooks‽Comedy, Fantasy, Horror‽English, German‽5.8‽88 min‽N/A
